Month,Year,Product_id,Region,Units_expected,Stock,Percentage
July,2025,35,Zona Metropolitana De Monterrey,1687,2299,136.28
January,2025,32,Zona Metropolitana De Guadalajara,1583,2157,136.26
May,2025,90,Bajío,731,996,136.25
January,2025,112,Bajío,1313,1789,136.25
July,2025,64,Bajío,1341,1827,136.24
December,2025,38,Zona Metropolitana De Monterrey,1802,2455,136.24
October,2025,46,Zona Metropolitana De Monterrey,1821,2481,136.24
October,2025,123,Zona Metropolitana De Guadalajara,1764,2403,136.22
August,2025,44,Zona Metropolitana De Monterrey,1792,2441,136.22
May,2025,83,Ciudad De México,2036,2773,136.2
July,2025,39,Ciudad De México,1691,2303,136.19
March,2025,12,Zona Metropolitana De Monterrey,1758,2394,136.18
July,2025,43,Zona Metropolitana De Monterrey,2251,3065,136.16
December,2025,14,Ciudad De México,2221,3024,136.15
December,2025,76,Ciudad De México,858,1168,136.13
April,2025,73,Ciudad De México,2405,3272,136.05
June,2025,49,Noroeste,1310,1782,136.03
May,2025,29,Ciudad De México,836,1137,136.0
August,2025,124,Ciudad De México,836,1137,136.0
February,2025,74,Ciudad De México,1387,1886,135.98
October,2025,87,Noroeste,1507,2049,135.97
May,2025,96,Zona Metropolitana De Guadalajara,2171,2952,135.97
August,2025,76,Ciudad De México,726,987,135.95
August,2025,66,Zona Metropolitana De Guadalajara,1241,1687,135.94
February,2025,81,Noroeste,1005,1366,135.92
November,2025,130,Ciudad De México,1428,1941,135.92
July,2025,127,Ciudad De México,2058,2797,135.91
June,2025,97,Ciudad De México,2437,3312,135.9
April,2025,117,Zona Metropolitana De Monterrey,1232,1674,135.88
March,2025,91,Bajío,803,1091,135.87
February,2025,34,Zona Metropolitana De Monterrey,1458,1981,135.87
July,2025,102,Ciudad De México,1188,1614,135.86
August,2025,33,Zona Metropolitana De Monterrey,1844,2505,135.85
May,2025,102,Zona Metropolitana De Guadalajara,876,1190,135.84
April,2025,89,Zona Metropolitana De Guadalajara,1328,1804,135.84
May,2025,72,Zona Metropolitana De Monterrey,2083,2828,135.77
June,2025,121,Zona Metropolitana De Guadalajara,971,1318,135.74
March,2025,86,Ciudad De México,916,1243,135.7
September,2025,10,Bajío,1314,1783,135.69
October,2025,60,Ciudad De México,1141,1548,135.67
January,2025,126,Zona Metropolitana De Guadalajara,965,1309,135.65
October,2025,81,Zona Metropolitana De Monterrey,1271,1724,135.64
January,2025,127,Zona Metropolitana De Monterrey,2007,2722,135.63
January,2025,25,Ciudad De México,882,1196,135.6
March,2025,81,Ciudad De México,1486,2015,135.6
May,2025,109,Bajío,1534,2080,135.59
July,2025,30,Zona Metropolitana De Guadalajara,669,907,135.58
March,2025,70,Zona Metropolitana De Monterrey,742,1006,135.58
September,2025,100,Bajío,1237,1677,135.57
February,2025,129,Zona Metropolitana De Guadalajara,1341,1818,135.57
September,2025,124,Zona Metropolitana De Guadalajara,785,1064,135.54
March,2025,59,Ciudad De México,1855,2514,135.53
July,2025,89,Zona Metropolitana De Monterrey,1965,2663,135.52
January,2025,123,Bajío,1667,2259,135.51
March,2025,128,Zona Metropolitana De Monterrey,958,1298,135.49
June,2025,89,Zona Metropolitana De Guadalajara,1633,2212,135.46
May,2025,32,Zona Metropolitana De Guadalajara,1354,1834,135.45
January,2025,34,Bajío,1307,1770,135.42
January,2025,26,Ciudad De México,901,1220,135.41
November,2025,49,Zona Metropolitana De Monterrey,1542,2088,135.41
February,2025,130,Zona Metropolitana De Guadalajara,1105,1496,135.38
September,2025,42,Bajío,738,999,135.37
December,2025,116,Ciudad De México,817,1106,135.37
December,2025,32,Ciudad De México,1974,2672,135.36
November,2025,52,Zona Metropolitana De Monterrey,1385,1874,135.31
May,2025,17,Bajío,2023,2736,135.24
October,2025,36,Zona Metropolitana De Monterrey,1550,2096,135.23
May,2025,43,Sur,1587,2146,135.22
July,2025,61,Ciudad De México,1690,2285,135.21
January,2025,61,Zona Metropolitana De Monterrey,1401,1894,135.19
January,2025,130,Zona Metropolitana De Monterrey,1396,1887,135.17
April,2025,87,Zona Metropolitana De Monterrey,2045,2764,135.16
January,2025,81,Zona Metropolitana De Monterrey,1850,2500,135.14
April,2025,38,Zona Metropolitana De Monterrey,1898,2565,135.14
August,2025,120,Bajío,834,1127,135.13
June,2025,115,Ciudad De México,1764,2383,135.09
April,2025,128,Ciudad De México,1066,1440,135.08
May,2025,96,Zona Metropolitana De Monterrey,2172,2934,135.08
May,2025,5,Zona Metropolitana De Monterrey,1041,1406,135.06
November,2025,17,Noroeste,1304,1761,135.05
April,2025,77,Zona Metropolitana De Monterrey,1524,2058,135.04
April,2025,21,Bajío,691,933,135.02
March,2025,47,Ciudad De México,2110,2849,135.02
January,2025,128,Zona Metropolitana De Guadalajara,997,1346,135.01
August,2025,41,Zona Metropolitana De Guadalajara,1457,1967,135.0
June,2025,108,Zona Metropolitana De Monterrey,1997,2696,135.0
October,2025,123,Bajío,1349,1821,134.99
July,2025,84,Zona Metropolitana De Monterrey,1575,2126,134.98
January,2025,117,Zona Metropolitana De Guadalajara,1044,1409,134.96
May,2025,34,Zona Metropolitana De Monterrey,1739,2347,134.96
April,2025,24,Sur,495,668,134.95
November,2025,46,Zona Metropolitana De Monterrey,1518,2048,134.91
May,2025,7,Bajío,1353,1825,134.89
August,2025,52,Sureste,1013,1366,134.85
November,2025,78,Zona Metropolitana De Monterrey,1030,1389,134.85
June,2025,9,Ciudad De México,1828,2465,134.85
June,2025,102,Noroeste,689,929,134.83
March,2025,48,Zona Metropolitana De Monterrey,1364,1839,134.82
February,2025,15,Zona Metropolitana De Monterrey,2054,2769,134.81
May,2025,29,Zona Metropolitana De Guadalajara,615,829,134.8
May,2025,64,Bajío,1523,2053,134.8
December,2025,6,Zona Metropolitana De Monterrey,1127,1519,134.78
June,2025,57,Zona Metropolitana De Monterrey,1642,2213,134.77
September,2025,90,Zona Metropolitana De Monterrey,751,1012,134.75
January,2025,97,Ciudad De México,2303,3103,134.74
June,2025,2,Zona Metropolitana De Monterrey,930,1253,134.73
September,2025,8,Bajío,1403,1890,134.71
October,2025,89,Zona Metropolitana De Guadalajara,1593,2146,134.71
June,2025,41,Ciudad De México,1971,2655,134.7
July,2025,62,Bajío,1289,1736,134.68
September,2025,42,Zona Metropolitana De Guadalajara,932,1255,134.66
October,2025,73,Zona Metropolitana De Monterrey,2017,2716,134.66
August,2025,83,Bajío,1665,2242,134.65
December,2025,125,Ciudad De México,1772,2386,134.65
May,2025,67,Sureste,699,941,134.62
September,2025,8,Sureste,1092,1470,134.62
July,2025,13,Bajío,1651,2222,134.59
April,2025,87,Ciudad De México,1973,2655,134.57
October,2025,66,Zona Metropolitana De Guadalajara,1334,1795,134.56
September,2025,44,Ciudad De México,1522,2048,134.56
August,2025,120,Zona Metropolitana De Guadalajara,929,1250,134.55
June,2025,35,Zona Metropolitana De Monterrey,1673,2251,134.55
September,2025,15,Bajío,1971,2652,134.55
March,2025,99,Zona Metropolitana De Monterrey,1202,1617,134.53
July,2025,21,Zona Metropolitana De Monterrey,672,904,134.52
November,2025,7,Zona Metropolitana De Guadalajara,1104,1485,134.51
June,2025,64,Zona Metropolitana De Monterrey,1666,2241,134.51
August,2025,82,Zona Metropolitana De Guadalajara,1189,1599,134.48
October,2025,32,Noroeste,1511,2032,134.48
January,2025,13,Ciudad De México,2004,2695,134.48
November,2025,68,Zona Metropolitana De Monterrey,2388,3211,134.46
November,2025,120,Zona Metropolitana De Guadalajara,993,1335,134.44
September,2025,15,Ciudad De México,2172,2920,134.44
April,2025,9,Bajío,1513,2034,134.43
October,2025,49,Bajío,1171,1574,134.42
April,2025,93,Ciudad De México,1593,2140,134.34
October,2025,59,Bajío,1384,1859,134.32
December,2025,20,Zona Metropolitana De Guadalajara,1725,2317,134.32
November,2025,66,Ciudad De México,1495,2008,134.31
October,2025,130,Ciudad De México,1408,1891,134.3
January,2025,68,Zona Metropolitana De Monterrey,2289,3074,134.29
March,2025,57,Sureste,1357,1822,134.27
April,2025,79,Ciudad De México,1859,2496,134.27
July,2025,120,Zona Metropolitana De Guadalajara,1028,1380,134.24
October,2025,25,Ciudad De México,859,1153,134.23
June,2025,59,Ciudad De México,1332,1788,134.23
February,2025,4,Noroeste,903,1212,134.22
July,2025,31,Zona Metropolitana De Guadalajara,1406,1887,134.21
June,2025,117,Zona Metropolitana De Monterrey,1412,1895,134.21
March,2025,6,Zona Metropolitana De Guadalajara,1152,1546,134.2
July,2025,68,Zona Metropolitana De Monterrey,1778,2386,134.2
June,2025,62,Bajío,1296,1739,134.18
April,2025,16,Ciudad De México,2133,2862,134.18
October,2025,20,Ciudad De México,2282,3062,134.18
August,2025,82,Ciudad De México,1282,1720,134.17
July,2025,74,Bajío,864,1159,134.14
October,2025,77,Sureste,1119,1501,134.14
February,2025,69,Zona Metropolitana De Guadalajara,750,1006,134.13
October,2025,27,Zona Metropolitana De Monterrey,680,912,134.12
September,2025,112,Zona Metropolitana De Monterrey,1498,2009,134.11
August,2025,83,Ciudad De México,2406,3226,134.08
November,2025,31,Sureste,993,1331,134.04
January,2025,85,Zona Metropolitana De Guadalajara,1164,1560,134.02
January,2025,17,Sureste,1208,1619,134.02
February,2025,110,Ciudad De México,1993,2671,134.02
December,2025,78,Zona Metropolitana De Guadalajara,1318,1766,133.99
February,2025,130,Zona Metropolitana De Monterrey,1142,1530,133.98
January,2025,102,Ciudad De México,1222,1637,133.96
December,2025,113,Ciudad De México,2389,3200,133.95
April,2025,5,Zona Metropolitana De Monterrey,996,1334,133.94
May,2025,76,Bajío,628,841,133.92
February,2025,38,Noroeste,1076,1441,133.92
February,2025,107,Zona Metropolitana De Monterrey,2609,3494,133.92
October,2025,10,Bajío,1024,1371,133.89
April,2025,68,Zona Metropolitana De Guadalajara,1907,2553,133.88
January,2025,93,Bajío,1344,1799,133.85
February,2025,97,Noroeste,1477,1977,133.85
May,2025,42,Ciudad De México,1247,1669,133.84
August,2025,51,Ciudad De México,1664,2227,133.83
May,2025,111,Zona Metropolitana De Monterrey,958,1282,133.82
June,2025,84,Zona Metropolitana De Guadalajara,1573,2105,133.82
August,2025,83,Zona Metropolitana De Guadalajara,1851,2477,133.82
July,2025,84,Zona Metropolitana De Guadalajara,1275,1706,133.8
June,2025,41,Zona Metropolitana De Monterrey,1821,2436,133.77
August,2025,92,Zona Metropolitana De Guadalajara,886,1185,133.75
August,2025,34,Bajío,1310,1752,133.74
December,2025,109,Bajío,1568,2097,133.74
October,2025,42,Bajío,667,892,133.73
June,2025,50,Bajío,1094,1463,133.73
May,2025,127,Zona Metropolitana De Monterrey,2239,2994,133.72
June,2025,89,Bajío,1510,2019,133.71
November,2025,31,Noroeste,1276,1706,133.7
August,2025,49,Zona Metropolitana De Monterrey,1567,2095,133.69
July,2025,104,Ciudad De México,1556,2080,133.68
November,2025,95,Ciudad De México,1840,2459,133.64
January,2025,11,Zona Metropolitana De Guadalajara,1858,2483,133.64
December,2025,77,Bajío,1371,1832,133.63
October,2025,30,Ciudad De México,809,1081,133.62
November,2025,100,Zona Metropolitana De Monterrey,1387,1853,133.6
March,2025,98,Zona Metropolitana De Monterrey,1765,2358,133.6
September,2025,101,Zona Metropolitana De Monterrey,1899,2537,133.6
December,2025,97,Zona Metropolitana De Monterrey,2200,2939,133.59
May,2025,41,Ciudad De México,1873,2502,133.58
December,2025,3,Sur,843,1126,133.57
July,2025,35,Noroeste,1248,1667,133.57
October,2025,114,Ciudad De México,1844,2463,133.57
April,2025,88,Zona Metropolitana De Guadalajara,596,796,133.56
November,2025,81,Zona Metropolitana De Guadalajara,1591,2125,133.56
April,2025,116,Bajío,623,832,133.55
April,2025,8,Zona Metropolitana De Monterrey,1306,1744,133.54
July,2025,35,Zona Metropolitana De Guadalajara,1378,1840,133.53
May,2025,75,Zona Metropolitana De Guadalajara,1260,1682,133.49
December,2025,30,Zona Metropolitana De Guadalajara,699,933,133.48
July,2025,121,Zona Metropolitana De Guadalajara,876,1169,133.45
August,2025,50,Zona Metropolitana De Guadalajara,957,1277,133.44
March,2025,79,Zona Metropolitana De Monterrey,1848,2466,133.44
April,2025,109,Zona Metropolitana De Guadalajara,1404,1873,133.4
March,2025,105,Sureste,1138,1518,133.39
October,2025,39,Zona Metropolitana De Monterrey,1762,2350,133.37
November,2025,4,Zona Metropolitana De Monterrey,1196,1595,133.36
December,2025,65,Ciudad De México,2645,3527,133.35
January,2025,53,Bajío,921,1228,133.33
October,2025,55,Zona Metropolitana De Monterrey,2050,2733,133.32
June,2025,61,Zona Metropolitana De Guadalajara,1628,2170,133.29
March,2025,63,Ciudad De México,1334,1778,133.28
July,2025,98,Zona Metropolitana De Guadalajara,1701,2267,133.27
December,2025,12,Zona Metropolitana De Monterrey,1777,2368,133.26
June,2025,19,Zona Metropolitana De Monterrey,2189,2917,133.26
April,2025,50,Ciudad De México,1233,1643,133.25
November,2025,114,Ciudad De México,1564,2084,133.25
July,2025,94,Ciudad De México,1369,1824,133.24
April,2025,75,Ciudad De México,1345,1792,133.23
July,2025,101,Zona Metropolitana De Guadalajara,1544,2057,133.23
November,2025,15,Bajío,1458,1942,133.2
September,2025,36,Zona Metropolitana De Monterrey,1780,2371,133.2
August,2025,122,Ciudad De México,1067,1421,133.18
March,2025,129,Bajío,1317,1754,133.18
January,2025,93,Ciudad De México,1745,2324,133.18
April,2025,46,Zona Metropolitana De Monterrey,1417,1887,133.17
January,2025,109,Ciudad De México,1857,2473,133.17
January,2025,37,Ciudad De México,1562,2080,133.16
March,2025,83,Zona Metropolitana De Monterrey,2063,2747,133.16
January,2025,16,Bajío,1632,2173,133.15
January,2025,6,Ciudad De México,1228,1635,133.14
August,2025,118,Zona Metropolitana De Monterrey,1269,1689,133.1
August,2025,117,Zona Metropolitana De Guadalajara,1167,1553,133.08
January,2025,37,Noroeste,1001,1332,133.07
October,2025,97,Ciudad De México,2130,2834,133.05
December,2025,35,Ciudad De México,1329,1768,133.03
December,2025,48,Zona Metropolitana De Monterrey,1157,1539,133.02
March,2025,32,Ciudad De México,1720,2288,133.02
January,2025,24,Ciudad De México,809,1076,133.0
March,2025,71,Zona Metropolitana De Guadalajara,1903,2531,133.0
March,2025,36,Zona Metropolitana De Monterrey,1530,2034,132.94
January,2025,52,Bajío,1165,1548,132.88
October,2025,84,Zona Metropolitana De Monterrey,1463,1944,132.88
February,2025,33,Ciudad De México,1633,2170,132.88
May,2025,69,Ciudad De México,995,1322,132.86
February,2025,82,Zona Metropolitana De Monterrey,1126,1496,132.86
March,2025,53,Ciudad De México,1205,1601,132.86
May,2025,27,Noroeste,466,619,132.83
May,2025,39,Ciudad De México,1786,2372,132.81
July,2025,115,Bajío,1488,1976,132.8
December,2025,115,Ciudad De México,2104,2794,132.79
July,2025,22,Ciudad De México,772,1025,132.77
December,2025,73,Zona Metropolitana De Monterrey,1981,2630,132.76
November,2025,86,Ciudad De México,910,1208,132.75
March,2025,46,Zona Metropolitana De Guadalajara,1151,1528,132.75
November,2025,24,Bajío,840,1115,132.74
January,2025,10,Zona Metropolitana De Monterrey,1164,1545,132.73
September,2025,54,Zona Metropolitana De Monterrey,1998,2652,132.73
August,2025,111,Ciudad De México,1252,1661,132.67
March,2025,91,Ciudad De México,1093,1450,132.66
October,2025,18,Ciudad De México,2138,2836,132.65
December,2025,23,Ciudad De México,726,963,132.64
June,2025,118,Noroeste,1275,1691,132.63
October,2025,12,Zona Metropolitana De Monterrey,1425,1890,132.63
May,2025,29,Bajío,690,915,132.61
June,2025,111,Zona Metropolitana De Guadalajara,874,1159,132.61
March,2025,31,Zona Metropolitana De Monterrey,1435,1903,132.61
October,2025,29,Bajío,755,1001,132.58
December,2025,58,Zona Metropolitana De Monterrey,1394,1848,132.57
January,2025,34,Ciudad De México,1701,2255,132.57
June,2025,14,Bajío,1425,1889,132.56
June,2025,48,Zona Metropolitana De Monterrey,1109,1470,132.55
January,2025,78,Zona Metropolitana De Guadalajara,1014,1344,132.54
June,2025,43,Zona Metropolitana De Monterrey,2054,2722,132.52
October,2025,65,Ciudad De México,2343,3105,132.52
December,2025,5,Bajío,957,1268,132.5
October,2025,85,Ciudad De México,1563,2071,132.5
January,2025,113,Ciudad De México,2573,3409,132.49
February,2025,3,Zona Metropolitana De Guadalajara,1047,1387,132.47
March,2025,95,Zona Metropolitana De Guadalajara,1697,2248,132.47
September,2025,123,Ciudad De México,1974,2615,132.47
August,2025,124,Zona Metropolitana De Guadalajara,841,1114,132.46
October,2025,82,Sureste,912,1208,132.46
December,2025,104,Zona Metropolitana De Monterrey,1291,1710,132.46
April,2025,68,Ciudad De México,2345,3105,132.41
August,2025,72,Zona Metropolitana De Monterrey,2148,2844,132.4
February,2025,68,Zona Metropolitana De Monterrey,2383,3155,132.4
September,2025,101,Ciudad De México,1868,2473,132.39
September,2025,25,Zona Metropolitana De Guadalajara,677,896,132.35
March,2025,38,Noroeste,1258,1665,132.35
January,2025,15,Zona Metropolitana De Monterrey,1710,2263,132.34
July,2025,128,Ciudad De México,1204,1593,132.31
June,2025,43,Bajío,1511,1999,132.3
November,2025,43,Bajío,1794,2373,132.27
September,2025,106,Zona Metropolitana De Monterrey,1389,1837,132.25
November,2025,95,Zona Metropolitana De Guadalajara,1656,2190,132.25
March,2025,73,Bajío,2000,2645,132.25
March,2025,112,Ciudad De México,1681,2223,132.24
September,2025,55,Ciudad De México,2057,2720,132.23
May,2025,23,Zona Metropolitana De Guadalajara,907,1199,132.19
February,2025,35,Noroeste,1317,1741,132.19
July,2025,82,Zona Metropolitana De Monterrey,1331,1759,132.16
June,2025,51,Ciudad De México,1365,1804,132.16
March,2025,35,Zona Metropolitana De Guadalajara,1474,1948,132.16
March,2025,28,Zona Metropolitana De Guadalajara,747,987,132.13
March,2025,101,Zona Metropolitana De Guadalajara,1799,2377,132.13
August,2025,81,Sur,825,1090,132.12
March,2025,56,Ciudad De México,1597,2110,132.12
December,2025,120,Bajío,869,1148,132.11
April,2025,44,Ciudad De México,1392,1839,132.11
September,2025,70,Sureste,542,716,132.1
April,2025,66,Ciudad De México,1568,2071,132.08
August,2025,82,Bajío,976,1289,132.07
October,2025,110,Ciudad De México,1444,1907,132.06
July,2025,72,Ciudad De México,2302,3040,132.06
